t_s,Q_m3_s,V_face_m_s,v_duct_m_s,DP_system_Pa,DP_fan_Pa,C_v_mg_m3,C_p_mg_m3,C_tot_mg_m3,ppm_voc,P_electrica_W,M_captured_kg,C_Ethanol_mg_m3,W_L_Ethanol_mg_m3,hm_Ethanol_m_s,Jwall_Ethanol_mg_m2_s,C_Propyl acetate_mg_m3,W_L_Propyl acetate_mg_m3,hm_Propyl acetate_m_s,Jwall_Propyl acetate_mg_m2_s,C_1-Propanol_mg_m3,W_L_1-Propanol_mg_m3,hm_1-Propanol_m_s,Jwall_1-Propanol_mg_m2_s,C_Isopropanol_mg_m3,W_L_Isopropanol_mg_m3,hm_Isopropanol_m_s,Jwall_Isopropanol_mg_m2_s,ok_V_face,ok_v_duct,ok_C_limit,ok_LFL,Re_duct0,dp_duct0_Pa,dt
1186,0.54,0.3,4.29718,636.236,458.92,717.681,25.5136,743.195,3133.78,636.236,0.572294,240.308,238.666,0.00102832,0.247113,417.666,415.422,0.000808242,0.337575,39.5409,39.3026,0.000906839,0.0358573,20.166,20.0459,0.000896245,0.0180737,False,False,False,True,82470.7,19.3485,1
1187,0.54,0.3,4.29718,636.236,459.492,710.142,23.6639,733.806,3100.86,636.236,0.572306,237.783,236.159,0.00102832,0.244518,413.279,411.058,0.000808242,0.334029,39.1256,38.8898,0.000906839,0.0354806,19.9542,19.8353,0.000896245,0.0178839,False,False,False,True,82470.7,19.3485,1
1188,0.54,0.3,4.29718,636.236,460.064,702.745,21.9483,724.693,3068.56,636.236,0.572316,235.306,233.699,0.00102832,0.241971,408.974,406.777,0.000808242,0.33055,38.718,38.4847,0.000906839,0.035111,19.7463,19.6287,0.000896245,0.0176976,False,False,False,True,82470.7,19.3485,1
1189,0.54,0.3,4.29718,636.236,460.636,695.482,20.357,715.839,3036.85,636.236,0.572326,232.875,231.284,0.00102832,0.23947,404.748,402.573,0.000808242,0.327134,38.3179,38.087,0.000906839,0.0347482,19.5423,19.4259,0.000896245,0.0175147,False,False,False,True,82470.7,19.3485,1
1190,0.54,0.3,4.29718,636.236,461.209,688.348,18.8811,707.23,3005.7,636.236,0.572335,230.486,228.911,0.00102832,0.237014,400.596,398.443,0.000808242,0.323778,37.9249,37.6963,0.000906839,0.0343917,19.3418,19.2266,0.000896245,0.017335,False,False,False,True,82470.7,19.3485,1
1191,0.54,0.3,4.29718,636.236,461.782,681.337,17.5123,698.85,2975.08,636.236,0.572344,228.138,226.58,0.00102832,0.2346,396.516,394.385,0.000808242,0.32048,37.5386,37.3123,0.000906839,0.0340415,19.1448,19.0308,0.000896245,0.0171584,False,False,False,True,82470.7,19.3485,1
1192,0.54,0.3,4.29718,636.236,462.356,674.444,16.2426,690.686,2944.98,636.236,0.572352,225.83,224.287,0.00102832,0.232226,392.504,390.395,0.000808242,0.317238,37.1588,36.9348,0.000906839,0.033697,18.9511,18.8382,0.000896245,0.0169848,False,False,False,True,82470.7,19.3485,1
1193,0.54,0.3,4.29718,636.236,462.929,667.663,15.065,682.728,2915.37,636.236,0.572359,223.56,222.032,0.00102832,0.229891,388.558,386.47,0.000808242,0.314049,36.7852,36.5635,0.000906839,0.0333583,18.7606,18.6488,0.000896245,0.0168141,False,False,False,True,82470.7,19.3485,1
1194,0.54,0.3,4.29718,636.236,463.503,660.991,13.9728,674.963,2886.24,636.236,0.572366,221.325,219.813,0.00102832,0.227594,384.675,382.607,0.000808242,0.31091,36.4176,36.1981,0.000906839,0.0330249,18.5731,18.4624,0.000896245,0.016646,False,False,False,True,82470.7,19.3485,1
1195,0.54,0.3,4.29718,636.236,464.078,654.422,12.9598,667.382,2857.55,636.236,0.572372,219.126,217.629,0.00102832,0.225332,380.852,378.805,0.000808242,0.30782,36.0557,35.8383,0.000906839,0.0326967,18.3885,18.279,0.000896245,0.0164806,False,False,False,True,82470.7,19.3485,1
1196,0.54,0.3,4.29718,636.236,464.653,647.953,12.0202,659.973,2829.31,636.236,0.572378,216.96,215.478,0.00102832,0.223105,377.087,375.061,0.000808242,0.304777,35.6993,35.4841,0.000906839,0.0323735,18.2067,18.0983,0.000896245,0.0163177,False,False,False,True,82470.7,19.3485,1
1197,0.54,0.3,4.29718,636.236,465.228,641.58,11.1487,652.729,2801.48,636.236,0.572383,214.826,213.358,0.00102832,0.22091,373.378,371.372,0.000808242,0.30178,35.3481,35.1351,0.000906839,0.0320551,18.0277,17.9203,0.000896245,0.0161572,False,False,False,True,82470.7,19.3485,1
1198,0.54,0.3,4.29718,636.236,465.803,635.3,10.3404,645.64,2774.06,636.236,0.572389,212.723,211.27,0.00102832,0.218748,369.723,367.736,0.000808242,0.298826,35.0021,34.7911,0.000906839,0.0317413,17.8512,17.7449,0.000896245,0.0159991,False,False,False,True,82470.7,19.3485,1
1199,0.54,0.3,4.29718,636.236,466.379,629.109,9.59077,638.699,2747.02,636.236,0.572393,210.65,209.211,0.00102832,0.216616,366.12,364.153,0.000808242,0.295914,34.661,34.4521,0.000906839,0.031432,17.6772,17.5719,0.000896245,0.0158431,False,False,False,True,82470.7,19.3485,1
1200,0.54,0.3,4.29718,636.236,466.955,623.003,8.89544,631.899,2720.36,636.236,0.372058,208.606,207.181,0.00102832,0.214514,362.567,360.619,0.000808242,0.293042,34.3246,34.1178,0.000906839,0.0311269,17.5057,17.4014,0.000896245,0.0156894,False,False,False,True,82470.7,19.3485,1
1201,0.54,0.3,4.29718,636.236,467.532,616.982,8.25052,625.232,2694.07,636.236,0.372062,206.589,205.178,0.00102832,0.21244,359.063,357.133,0.000808242,0.290209,33.9929,33.788,0.000906839,0.0308261,17.3365,17.2332,0.000896245,0.0155377,False,False,False,True,82470.7,19.3485,1
1202,0.54,0.3,4.29718,636.236,468.109,611.04,7.65235,618.693,2668.13,636.236,0.372066,204.6,203.202,0.00102832,0.210395,355.605,353.694,0.000808242,0.287415,33.6655,33.4626,0.000906839,0.0305292,17.1695,17.0673,0.000896245,0.0153881,False,False,False,True,82470.7,19.3485,1
1203,0.54,0.3,4.29718,636.236,468.686,605.177,7.09756,612.274,2642.52,636.236,0.37207,202.637,201.252,0.00102832,0.208376,352.193,350.3,0.000808242,0.284657,33.3425,33.1415,0.000906839,0.0302363,17.0048,16.9035,0.000896245,0.0152405,False,False,False,True,82470.7,19.3485,1
1204,0.54,0.3,4.29718,636.236,469.264,599.389,6.58299,605.972,2617.25,636.236,0.372073,200.699,199.328,0.00102832,0.206383,348.824,346.95,0.000808242,0.281934,33.0236,32.8245,0.000906839,0.0299471,16.8421,16.7418,0.000896245,0.0150947,False,False,False,True,82470.7,19.3485,1
1205,0.54,0.3,4.29718,636.236,469.842,593.674,6.10572,599.78,2592.3,636.236,0.372076,198.785,197.427,0.00102832,0.204415,345.499,343.642,0.000808242,0.279246,32.7087,32.5116,0.000906839,0.0296616,16.6816,16.5822,0.000896245,0.0149508,False,False,False,True,82470.7,19.3485,1
1206,0.54,0.3,4.29718,636.236,470.42,588.031,5.66305,593.694,2567.65,636.236,0.372078,196.896,195.55,0.00102832,0.202472,342.214,340.375,0.000808242,0.276592,32.3978,32.2025,0.000906839,0.0293796,16.523,16.4246,0.000896245,0.0148087,False,False,False,True,82470.7,19.3485,1
1207,0.54,0.3,4.29718,636.236,470.999,582.456,5.25248,587.709,2543.31,636.236,0.372081,195.029,193.697,0.00102832,0.200553,338.97,337.149,0.000808242,0.27397,32.0907,31.8973,0.000906839,0.0291011,16.3664,16.2689,0.000896245,0.0146683,False,False,False,True,82470.7,19.3485,1
1208,0.54,0.3,4.29718,636.236,471.578,576.949,4.87168,581.821,2519.27,636.236,0.372083,193.185,191.865,0.00102832,0.198656,335.765,333.961,0.000808242,0.271379,31.7873,31.5957,0.000906839,0.0288259,16.2116,16.115,0.000896245,0.0145296,False,False,False,True,82470.7,19.3485,1
1209,0.54,0.3,4.29718,636.236,472.157,571.507,4.51848,576.026,2495.51,636.236,0.372086,191.363,190.056,0.00102832,0.196783,332.598,330.811,0.000808242,0.26882,31.4874,31.2977,0.000906839,0.0285541,16.0587,15.963,0.000896245,0.0143925,False,False,False,True,82470.7,19.3485,1
1210,0.54,0.3,4.29718,636.236,472.736,566.129,4.19089,570.32,2472.02,636.236,0.372088,189.562,188.267,0.00102832,0.194931,329.468,327.698,0.000808242,0.26629,31.1911,31.0031,0.000906839,0.0282854,15.9076,15.8128,0.000896245,0.0142571,False,False,False,True,82470.7,19.3485,1
1211,0.54,0.3,4.29718,636.236,473.316,560.814,3.88705,564.701,2448.81,636.236,0.37209,187.782,186.499,0.00102832,0.193101,326.375,324.621,0.000808242,0.26379,30.8983,30.712,0.000906839,0.0280198,15.7582,15.6644,0.000896245,0.0141232,False,False,False,True,82470.7,19.3485,1
1212,0.54,0.3,4.29718,636.236,473.897,555.559,3.60524,559.164,2425.87,636.236,0.372091,186.023,184.752,0.00102832,0.191291,323.317,321.579,0.000808242,0.261318,30.6088,30.4243,0.000906839,0.0277572,15.6106,15.5176,0.000896245,0.0139909,False,False,False,True,82470.7,19.3485,1
1213,0.54,0.3,4.29718,636.236,474.478,550.363,3.34386,553.707,2403.18,636.236,0.372093,184.283,183.024,0.00102832,0.189502,320.293,318.572,0.000808242,0.258874,30.3225,30.1397,0.000906839,0.0274976,15.4646,15.3725,0.000896245,0.0138601,False,False,False,True,82470.7,19.3485,1
1214,0.54,0.3,4.29718,636.236,475.059,545.226,3.10143,548.327,2380.74,636.236,0.372094,182.563,181.316,0.00102832,0.187733,317.303,315.598,0.000808242,0.256458,30.0394,29.8584,0.000906839,0.0272409,15.3202,15.229,0.000896245,0.0137307,False,False,False,True,82470.7,19.3485,1
1215,0.54,0.3,4.29718,636.236,475.64,540.145,2.87658,543.021,2358.56,636.236,0.372096,180.861,179.626,0.00102832,0.185984,314.346,312.657,0.000808242,0.254068,29.7595,29.5801,0.000906839,0.0269871,15.1775,15.087,0.000896245,0.0136027,False,False,False,True,82470.7,19.3485,1
1216,0.54,0.3,4.29718,636.236,476.222,535.119,2.66803,537.787,2336.61,636.236,0.372097,179.179,177.955,0.00102832,0.184253,311.422,309.748,0.000808242,0.251704,29.4826,29.3049,0.000906839,0.026736,15.0362,14.9467,0.000896245,0.0134762,False,False,False,True,82470.7,19.3485,1
1217,0.54,0.3,4.29718,636.236,476.804,530.148,2.47459,532.623,2314.91,636.236,0.372098,177.514,176.301,0.00102832,0.182542,308.528,306.871,0.000808242,0.249366,29.2087,29.0327,0.000906839,0.0264876,14.8966,14.8078,0.000896245,0.013351,False,False,False,True,82470.7,19.3485,1
1218,0.54,0.3,4.29718,636.236,477.386,525.23,2.29519,527.525,2293.43,636.236,0.372099,175.868,174.666,0.00102832,0.180848,305.666,304.024,0.000808242,0.247052,28.9378,28.7634,0.000906839,0.0262419,14.7584,14.6705,0.000896245,0.0132271,False,False,False,True,82470.7,19.3485,1
1219,0.54,0.3,4.29718,636.236,477.969,520.364,2.12878,522.493,2272.19,636.236,0.3721,174.238,173.048,0.00102832,0.179173,302.835,301.207,0.000808242,0.244764,28.6697,28.4969,0.000906839,0.0259988,14.6217,14.5345,0.000896245,0.0131046,False,False,False,True,82470.7,19.3485,1
1220,0.54,0.3,4.29718,636.236,478.552,515.55,1.97445,517.524,2251.17,636.236,0.372101,172.626,171.447,0.00102832,0.177515,300.033,298.421,0.000808242,0.242499,28.4044,28.2332,0.000906839,0.0257583,14.4864,14.4001,0.000896245,0.0129833,False,False,False,True,82470.7,19.3485,1
1221,0.54,0.3,4.29718,636.236,479.136,510.786,1.8313,512.617,2230.36,636.236,0.372102,171.031,169.863,0.00102832,0.175875,297.26,295.663,0.000808242,0.240258,28.142,27.9723,0.000906839,0.0255202,14.3525,14.267,0.000896245,0.0128634,False,False,False,True,82470.7,19.3485,1
1222,0.54,0.3,4.29718,636.236,479.719,506.071,1.69853,507.769,2209.77,636.236,0.372103,169.452,168.295,0.00102832,0.174251,294.516,292.934,0.000808242,0.23804,27.8822,27.7141,0.000906839,0.0252847,14.22,14.1353,0.000896245,0.0127446,False,False,False,True,82470.7,19.3485,1
1223,0.54,0.3,4.29718,636.236,480.303,501.405,1.57539,502.98,2189.4,636.236,0.372104,167.89,166.743,0.00102832,0.172645,291.801,290.233,0.000808242,0.235846,27.6251,27.4586,0.000906839,0.0250515,14.0889,14.005,0.000896245,0.0126271,False,False,False,True,82470.7,19.3485,1
1224,0.54,0.3,4.29718,636.236,480.888,496.786,1.46117,498.247,2169.23,636.236,0.372105,166.343,165.207,0.00102832,0.171054,289.113,287.559,0.000808242,0.233673,27.3706,27.2057,0.000906839,0.0248208,13.9591,13.876,0.000896245,0.0125108,False,False,True,True,82470.7,19.3485,1
1225,0.54,0.3,4.29718,636.236,481.473,492.214,1.35524,493.57,2149.27,636.236,0.372105,164.813,163.687,0.00102832,0.16948,286.452,284.913,0.000808242,0.231523,27.1188,26.9553,0.000906839,0.0245924,13.8307,13.7483,0.000896245,0.0123957,False,False,True,True,82470.7,19.3485,1
1226,0.54,0.3,4.29718,636.236,482.058,487.689,1.25698,488.946,2129.51,636.236,0.372106,163.297,162.182,0.00102832,0.167922,283.819,282.293,0.000808242,0.229394,26.8694,26.7075,0.000906839,0.0243663,13.7035,13.6219,0.000896245,0.0122817,False,False,True,True,82470.7,19.3485,1
1227,0.54,0.3,4.29718,636.236,482.644,483.209,1.16585,484.375,2109.95,636.236,0.372106,161.797,160.692,0.00102832,0.166379,281.211,279.7,0.000808242,0.227287,26.6226,26.4621,0.000906839,0.0241424,13.5776,13.4967,0.000896245,0.0121689,False,False,True,True,82470.7,19.3485,1
1228,0.54,0.3,4.29718,636.236,483.229,478.773,1.08133,479.855,2090.58,636.236,0.372107,160.312,159.217,0.00102832,0.164852,278.63,277.133,0.000808242,0.2252,26.3782,26.2192,0.000906839,0.0239208,13.453,13.3728,0.000896245,0.0120572,False,False,True,True,82470.7,19.3485,1
1229,0.54,0.3,4.29718,636.236,483.816,474.382,1.00293,475.385,2071.4,636.236,0.372107,158.842,157.756,0.00102832,0.16334,276.074,274.591,0.000808242,0.223135,26.1363,25.9787,0.000906839,0.0237014,13.3296,13.2502,0.000896245,0.0119466,False,False,True,True,82470.7,19.3485,1
1230,0.54,0.3,4.29718,636.236,484.402,470.034,0.930218,470.964,2052.42,636.236,0.372108,157.386,156.31,0.00102832,0.161843,273.544,272.074,0.000808242,0.22109,25.8967,25.7406,0.000906839,0.0234842,13.2074,13.1287,0.000896245,0.0118371,False,False,True,True,82470.7,19.3485,1
1231,0.54,0.3,4.29718,636.236,484.989,465.729,0.862777,466.592,2033.62,636.236,0.372108,155.944,154.879,0.00102832,0.160361,271.039,269.582,0.000808242,0.219065,25.6595,25.5049,0.000906839,0.0232691,13.0865,13.0085,0.000896245,0.0117287,False,False,True,True,82470.7,19.3485,1
1232,0.54,0.3,4.29718,636.236,485.576,461.466,0.800226,462.266,2015.01,636.236,0.372109,154.517,153.461,0.00102832,0.158893,268.558,267.115,0.000808242,0.21706,25.4247,25.2714,0.000906839,0.0230561,12.9667,12.8894,0.000896245,0.0116213,False,False,True,True,82470.7,19.3485,1
1233,0.54,0.3,4.29718,636.236,486.164,457.245,0.74221,457.987,1996.57,636.236,0.372109,153.103,152.057,0.00102832,0.157439,266.101,264.671,0.000808242,0.215074,25.1921,25.0402,0.000906839,0.0228452,12.8481,12.7715,0.000896245,0.011515,False,False,True,True,82470.7,19.3485,1
1234,0.54,0.3,4.29718,636.236,486.752,453.064,0.688399,453.753,1978.32,636.236,0.372109,151.704,150.667,0.00102832,0.156,263.668,262.251,0.000808242,0.213108,24.9618,24.8113,0.000906839,0.0226363,12.7306,12.6548,0.000896245,0.0114097,False,False,True,True,82470.7,19.3485,1
1235,0.54,0.3,4.29718,636.236,487.34,448.924,0.63849,449.563,1960.24,636.236,0.37211,150.317,149.29,0.00102832,0.154575,261.259,259.855,0.000808242,0.21116,24.7337,24.5846,0.000906839,0.0224295,12.6143,12.5391,0.000896245,0.0113055,False,False,True,True,82470.7,19.3485,1
1236,0.54,0.3,4.29718,636.236,487.929,444.825,0.5922,445.417,1942.34,636.236,0.37211,148.945,147.927,0.00102832,0.153163,258.873,257.482,0.000808242,0.209232,24.5078,24.3601,0.000906839,0.0222246,12.4991,12.4246,0.000896245,0.0112022,False,False,True,True,82470.7,19.3485,1
1237,0.54,0.3,4.29718,636.236,488.518,440.764,0.549265,441.313,1924.61,636.236,0.37211,147.585,146.577,0.00102832,0.151765,256.51,255.132,0.000808242,0.207322,24.2841,24.1377,0.000906839,0.0220218,12.385,12.3112,0.000896245,0.0111,False,False,True,True,82470.7,19.3485,1
1238,0.54,0.3,4.29718,636.236,489.107,436.743,0.509444,437.252,1907.05,636.236,0.372111,146.238,145.239,0.00102832,0.15038,254.17,252.804,0.000808242,0.205431,24.0625,23.9175,0.000906839,0.0218208,12.272,12.1989,0.000896245,0.0109987,False,False,True,True,82470.7,19.3485,1
1239,0.54,0.3,4.29718,636.236,489.697,432.76,0.472509,433.232,1889.66,636.236,0.372111,144.905,143.915,0.00102832,0.149009,251.852,250.498,0.000808242,0.203557,23.8431,23.6994,0.000906839,0.0216218,12.1601,12.0876,0.000896245,0.0108984,False,False,True,True,82470.7,19.3485,1
1240,0.54,0.3,4.29718,636.236,490.287,428.815,0.438252,429.253,1872.43,636.236,0.372111,143.584,142.603,0.00102832,0.14765,249.556,248.215,0.000808242,0.201701,23.6257,23.4833,0.000906839,0.0214247,12.0492,11.9774,0.000896245,0.0107991,False,False,True,True,82470.7,19.3485,1
1241,0.54,0.3,4.29718,636.236,490.877,424.907,0.406479,425.314,1855.37,636.236,0.372111,142.276,141.304,0.00102832,0.146305,247.282,245.953,0.000808242,0.199864,23.4105,23.2694,0.000906839,0.0212295,11.9394,11.8683,0.000896245,0.0107006,False,False,True,True,82470.7,19.3485,1
1242,0.54,0.3,4.29718,636.236,491.468,421.037,0.377009,421.414,1838.47,636.236,0.372111,140.98,140.016,0.00102832,0.144972,245.03,243.713,0.000808242,0.198043,23.1972,23.0574,0.000906839,0.0210362,11.8307,11.7602,0.000896245,0.0106032,False,False,True,True,82470.7,19.3485,1
1243,0.54,0.3,4.29718,636.236,492.059,417.203,0.349676,417.553,1821.73,636.236,0.372112,139.696,138.742,0.00102832,0.143652,242.799,241.494,0.000808242,0.19624,22.986,22.8475,0.000906839,0.0208446,11.7229,11.6531,0.000896245,0.0105066,False,False,True,True,82470.7,19.3485,1
1244,0.54,0.3,4.29718,636.236,492.65,413.406,0.324324,413.73,1805.15,636.236,0.372112,138.424,137.479,0.00102832,0.142345,240.589,239.296,0.000808242,0.194454,22.7768,22.6395,0.000906839,0.0206549,11.6162,11.547,0.000896245,0.010411,False,False,True,True,82470.7,19.3485,1
1245,0.54,0.3,4.29718,636.236,493.242,409.645,0.300811,409.945,1788.73,636.236,0.372112,137.165,136.228,0.00102832,0.14105,238.399,237.118,0.000808242,0.192684,22.5695,22.4335,0.000906839,0.020467,11.5106,11.442,0.000896245,0.0103163,False,False,True,True,82470.7,19.3485,1
1246,0.54,0.3,4.29718,636.236,493.834,405.918,0.279002,406.197,1772.46,636.236,0.372112,135.917,134.989,0.00102832,0.139767,236.231,234.962,0.000808242,0.190932,22.3643,22.2295,0.000906839,0.0202808,11.4059,11.3379,0.000896245,0.0102224,False,False,True,True,82470.7,19.3485,1
1247,0.54,0.3,4.29718,636.236,494.427,402.227,0.258774,402.486,1756.34,636.236,0.372112,134.681,133.761,0.00102832,0.138496,234.083,232.825,0.000808242,0.189196,22.1609,22.0273,0.000906839,0.0200964,11.3021,11.2348,0.000896245,0.0101295,False,False,True,True,82470.7,19.3485,1
1248,0.54,0.3,4.29718,636.236,495.02,398.571,0.240013,398.811,1740.37,636.236,0.372112,133.457,132.545,0.00102832,0.137237,231.955,230.709,0.000808242,0.187476,21.9594,21.8271,0.000906839,0.0199137,11.1994,11.1327,0.000896245,0.0100374,False,False,True,True,82470.7,19.3485,1
1249,0.54,0.3,4.29718,636.236,495.613,394.949,0.222612,395.172,1724.56,636.236,0.372112,132.244,131.341,0.00102832,0.13599,229.847,228.612,0.000808242,0.185772,21.7599,21.6287,0.000906839,0.0197327,11.0976,11.0315,0.000896245,0.00994619,False,False,True,True,82470.7,19.3485,1
1250,0.54,0.3,4.29718,636.236,496.206,391.361,0.206473,391.567,1708.89,636.236,0.372112,131.043,130.148,0.00102832,0.134754,227.759,226.535,0.000808242,0.184084,21.5622,21.4322,0.000906839,0.0195534,10.9968,10.9313,0.000896245,0.00985583,False,False,True,True,82470.7,19.3485,1
1251,0.54,0.3,4.29718,636.236,496.8,387.806,0.191504,387.997,1693.37,636.236,0.372112,129.853,128.965,0.00102832,0.13353,225.69,224.477,0.000808242,0.182412,21.3663,21.2376,0.000906839,0.0193758,10.8969,10.832,0.000896245,0.00976631,False,False,True,True,82470.7,19.3485,1
1252,0.54,0.3,4.29718,636.236,497.394,384.284,0.17762,384.462,1677.99,636.236,0.372113,128.673,127.794,0.00102832,0.132318,223.641,222.439,0.000808242,0.180756,21.1723,21.0447,0.000906839,0.0191999,10.798,10.7336,0.000896245,0.00967762,False,False,True,True,82470.7,19.3485,1
1253,0.54,0.3,4.29718,636.236,497.989,380.796,0.164742,380.961,1662.76,636.236,0.372113,127.505,126.634,0.00102832,0.131116,221.61,220.42,0.000808242,0.179115,20.9801,20.8537,0.000906839,0.0190256,10.6999,10.6362,0.000896245,0.00958977,False,False,True,True,82470.7,19.3485,1
1254,0.54,0.3,4.29718,636.236,498.584,377.34,0.152798,377.492,1647.67,636.236,0.372113,126.348,125.485,0.00102832,0.129926,219.599,218.419,0.000808242,0.177489,20.7897,20.6644,0.000906839,0.0188529,10.6028,10.5397,0.000896245,0.00950273,False,False,True,True,82470.7,19.3485,1
1255,0.54,0.3,4.29718,636.236,499.179,373.916,0.141721,374.057,1632.71,636.236,0.372113,125.202,124.346,0.00102832,0.128747,217.606,216.437,0.000808242,0.175879,20.601,20.4769,0.000906839,0.0186818,10.5066,10.444,0.000896245,0.0094165,False,False,True,True,82470.7,19.3485,1
1256,0.54,0.3,4.29718,636.236,499.774,370.523,0.131446,370.655,1617.9,636.236,0.372113,124.066,123.218,0.00102832,0.127579,215.632,214.474,0.000808242,0.174283,20.4142,20.2911,0.000906839,0.0185124,10.4113,10.3493,0.000896245,0.00933107,False,False,True,True,82470.7,19.3485,1
1257,0.54,0.3,4.29718,636.236,500.37,367.163,0.121916,367.285,1603.23,636.236,0.372113,122.94,122.1,0.00102832,0.126422,213.676,212.528,0.000808242,0.172702,20.229,20.1071,0.000906839,0.0183444,10.3169,10.2554,0.000896245,0.00924644,False,False,True,True,82470.7,19.3485,1
1258,0.54,0.3,4.29718,636.236,500.966,363.833,0.113077,363.946,1588.69,636.236,0.372113,121.826,120.993,0.00102832,0.125276,211.739,210.601,0.000808242,0.171136,20.0456,19.9247,0.000906839,0.0181781,10.2233,10.1624,0.000896245,0.00916259,False,False,True,True,82470.7,19.3485,1
1259,0.54,0.3,4.29718,636.236,501.563,360.535,0.104879,360.639,1574.29,636.236,0.372113,120.721,119.896,0.00102832,0.12414,209.819,208.692,0.000808242,0.169585,19.8638,19.7441,0.000906839,0.0180133,10.1306,10.0703,0.000896245,0.00907952,False,False,True,True,82470.7,19.3485,1
1260,0.54,0.3,4.29718,636.236,502.16,357.266,0.0972752,357.364,1560.02,636.236,0.372113,119.627,118.809,0.00102832,0.123015,207.917,206.8,0.000808242,0.168047,19.6838,19.5651,0.000906839,0.01785,10.0388,9.97898,0.000896245,0.00899721,False,False,True,True,82470.7,19.3485,1
1261,0.54,0.3,4.29718,636.236,502.757,501.528,193.104,694.632,2189.94,636.236,0.372207,167.931,166.784,0.00102832,0.172687,291.873,290.304,0.000808242,0.235904,27.6319,27.4654,0.000906839,0.0250577,14.0924,14.0084,0.000896245,0.0126302,False,False,False,True,82470.7,19.3485,1
